Name,Rating,Comments,Sentiment
Fahad Ashraf, 2 stars ,Good food with great look all around the monal.,Positive
Kamel Muhammed, 5 stars ,"Worst food in Islamabad,location is cool",Neutral
Jaweria Ejaz, 5 stars ,This place is located about 25 mins from The city of Islamabad.The drive uphill is breathtaking so make sure to have your cameras ready. The location has three different restaurants ranging from authentic local cuisine to a brilliant …,Positive
Wais RS, 4 stars ,Amazing place! Great Service and food tastes  so good,Positive
Inam Sabri, 5 stars ,Nice view from top of the mowntain its just wonderful ,Positive
usama siddiqui, 4 stars ,good atmosphere n family gathering,Positive
Muhammad Ali, 3 stars ,Amazing atmosphere. Average food. Poor staff.,Neutral
Talha Amanullah, 5 stars ,Excelent place to visit only not for dinner its too expensive,Neutral
Darwaish, 5 stars ,That place is awesome because of its beauty and its location,Positive
AAMIR KHALIL KHAN, 5 stars ,"Nice place, a very good location and quality of food is marvelous....",Positive
Umair Iftikhar, 5 stars ,Wonderful visiting point really enjoyed,Positive
Fiaz Ahmed, 5 stars ,Nearly good experience. Not the best.,Positive
Ahmad Bokhari, 4 stars ,"Excellent service, Amazing view, lovely Food,",Positive
khalid hussain, 3 stars ,The Monal Restaurant. Very good restaurant. Family portion is separate. It's is there shows the nice view. It's shows beauty. I saw the islamabad view from this place and this restaurant. Nice Restaurant. Food Quality is good. Near hi La- Mantana restaurant is there.,Positive
Captain Nadeem Khan, 5 stars ,"Their platter included kabab, rice and chicken karahi is tastelss, i gave the 3 stars for the views",Neutral
Nashwa Malik, 5 stars ,Sorry about hatness because I like it so much ,Neutral
RK ZALIM PLAYZ, 4 stars ,The only place in Islamabad that beats every other city's beauty. The perfect view and such great ambience definitely adds a lot. A must visit!,Positive
sayam ahmad, 5 stars ,Taste not too good but view is awesome,Positive
shahid janjua, 5 stars ,Awsm place and vip Food,Neutral
zahid abbasi, 5 stars ,Beautiful place for visiting.,Positive
Aamir Shahzad, 5 stars ,Lovely atmosphere and good food.,Positive
Maheen Shehryar Siddiqui, 3 stars ,On weekends its crowded otherwise very good spot,Neutral
Bahria Town, 5 stars ,"Monal is very well recognized now, which means it is not in any danger of going out of business. They have also maintained the quality of food they serve.  But Monal is not wheelchair friendly. There is only one ramp that allows you to …",Positive
Nabeel Sarwar, 5 stars ,Excellent environment and splendid food.,Positive
Waseem Haider, 5 stars ,Had so much fun.,Positive
SOHAIL AHMAD, 3 stars ,Exotic experience at Monal,Neutral
Kashef Khan, 5 stars ,Very beautiful place  loving it,Positive
Ammad Shahid Khan, 5 stars ,One of the best place with nice view,Positive
Abdullah Ahmad, 5 stars ,Monal’s cleanliness is adorable. Service 10/10.,Positive
Abdul Ghaffar, 5 stars ,Nice place to chill and Enjoy,Positive
Wadiah Siddiqui, 5 stars ,Very nice fodd point for family and friends,Positive
Bilal Butt, 4 stars ,It was worth the hype. Amazing but very very cold.,Neutral
Raheel Riaz, 4 stars ,"Pretty expensive, road is dangerous and slippery. Taste is average, v8ew is awesome",Neutral
Jiya Sheraz, 5 stars ,View is so good but taste is normal,Positive
Salman hassan, 5 stars ,"Top view of Islamabad, it's located on margalla hills. Spacious with all the facilities like shade and heaters. Great ambiance and taste",Positive
Rashid Shakir, 5 stars ,The taste was delicious and good thing is that now they don't charge a Gs.tax on every order .,Positive
Muhammad Aasim Hassan, 5 stars ,An ideal place and nice  food,Positive
Muhammad Talha, 4 stars ,"Everything's awesome. The food, the atmosphere. Everything's awesome. The rasta (road) loved the drive. The ambiance extra extra superlative of even great. In short really an awesome experience. Highly highly recommended. BTW the deive is not for the faint hearted.",Positive
haider piracha, 4 stars ,hotel environment is very nice and good choice,Positive
Zuhaib Mahar, 5 stars ,"Very great place according to ambience and views. It's very cozy and beautiful. You can see the whole Islamabad city from up there. They have different levels of terraces from A to G, and also indoor seating if you're not comfortable …",Positive
Muhammad Asif Akram, 1 star ,"Wonderful place for family get together, official, meeting, birthdays, parties, and gatherings, is a very cozy environment. The monal gives extraordinary aerial view of Islamabad city . My favorite place in life...",Positive
Khalil Ur Rahman, 5 stars ,A very famous restaurant at Pir Suhawa. Too expensive compared to food taste and quality. Substandard service level due to over occupancy. They don't bother any complaint or stopping annoyed customers.,Negative
kawish iqbal, 5 stars ,lovely atmosphere. Good food. nice people. excellent location.,Positive
Asad Pervaiz, 5 stars ,Excexcelent food and fabulous environment. I recommend all those who come to Islamabad should visit this place.,Positive
Sakhawat Jameel Tanoli, 5 stars ,Excellent place for breakfast lunch and dinner... awesome ambiance... lovely view,Positive
Muhammad Nauman Waheed, 5 stars ,Monal is best and scenic.... It is to see love of Islamabad.... My most favorite and beautiful city... I am proud of my 10 years given to this city....!!! Gate to epic beauty of Islamabad.....,Positive
SYED NADEEM KAZMI, 4 stars ,Very popular in public and famous Restaurant at best view point of Islamabad. Beautiful Experience,Positive
ammar faiz, 4 stars ,Monal meal at top of the mountain in Islamabad.,Positive
Tariq Ghaffar, 4 stars ,"is good and expensive place suitable for people with good money  ,",Positive
Ali Malik, 5 stars ,"Great location. Good restaurant with courteous staff, wheel-chair is available if needed. Food is good, BBQ is generally better, however Beef Bihari Kabab was not as soft, it was too hard to chew.",Positive
ali warraich, 5 stars ,Great quality of all services,Positive
Faizan ali, 5 stars ,Just the view which makes it really charming,Positive
Nusair Malik, 4 stars ,"Really nice place, amazing view and good food",Positive
Abdul Bari Khan, 5 stars ,Very expensive. LA Montana restaurant which is just beside the monal is much less expensive and food is very good.,Negative
Farooq Azam, 4 stars ,"Great food, great quality and great view",Positive
Muhammad Omer Sadiq, 4 stars ,Great view. Average taste.,Positive
Khudaya khair, 5 stars ,"Better place, good food but expensive",Positive
yasir butt, 5 stars ,Very very beautiful view and food is fantastic as well,Positive
Atif Khan, 5 stars ,This place is always mesmerizing.,Positive
Amray's Lahore, 5 stars ,Nice place in Islamabad views are very beautiful,Positive
King Khan, 4 stars ,"Always love the place, location awesome, food excellent specially must try item 1 metre kabab with 6 sauces and 6 salads",Positive
mian usman, 1 star ,Very nice place with awesome view...,Positive
Junaid Bashir, 4 stars ,Very expensive n very low class staff of food,Negative
Umar Khaliq, 5 stars ,Best place to dine out if you are in Islamabad. But expensive. Very cold in winters.,Negative
Payman Hamdard, 4 stars ,Beautiful view from Monal top,Positive
Dr Faheem Shaikh, 5 stars ,"Preety hight attitude place with exquisite and espectacular view of islamabad, clean environment with delightful staff and delicious food.",Positive
Zohaib Hasan, 3 stars ,"Excellent ambiance, tasty food but expensive",Neutral
Azhar Ali, 5 stars ,Food is not that great. Monal's main attraction is the view. That's it,Positive
Asif Qamar, 5 stars ,"Must visit place the Capital. The Monal provides the great view of the Capital Islamabad with great food,",Positive
Hamza zamir, 5 stars ,"Lovely place , fantastic views. Nice food but overpriced.",Positive
asad ullah, 5 stars ,Feeling happy and good food always,Positive
Amna R, 4 stars ,Location is best. Food quality best. Expensive but must visit place,Positive
Saulat Mehmood, 4 stars ,Very good environment..Perfect spot for family dinner,Positive
D Jango, 4 stars ,"Good place, good ambiance and average food",Positive
Arshad Mehmood Sultani, 5 stars ,"The view is fantastic. People say some bad things about the food and I think that is gravely wrong. For a buffet, 1k pr head, variety and quality is pretty good. It's always a mela there, expect lots of people whenever u go. If it's a …",Neutral
Nasir Dhawa, 5 stars ,Waoooi can't say words Incredible Islamabad view full of visitors neat clean area  respectful staff I wish to go again,Positive
DiyTech, 5 stars ,Most wonderful place in pakistan,Positive
M Usman, 5 stars ,"Amazing food, the view is just unbelievable so beautiful. The spot is pretty beautiful too. In term of parking they have valet parking which is really convenient they handle everything for you and it's free. During rush hours the food may …",Positive
Zaazu Haq, 4 stars ,Nice place I'm very impressed,Positive
Abdul Monem Raja, 5 stars ,Good place ,Positive
Fareed Ahmad, 4 stars ,Fantastic food Great ambiance Not crowded at all,Positive
Farrukh Khan, 4 stars ,"Location is amazing, but food quality is over rated and high priced, staff is great, overall well managed",Positive
Zaibu Bhatti, 5 stars ,"Nice place for fresh air just outside the town, few minutes beyond Daman-e-Koh. Fresh air, and Summer-like weather in mid November... a light jacket would suffice. Roads from town are narrow but drivable. Parking may be tight at times. Simple and courteous local folks. There are men's and women's restrooms and masjids on premise.",Positive
Mirza Usman, 5 stars ,Everything is outstanding food atmospheee staff,Positive
Khan Asak, 5 stars ,Amazing view and food was fantastic,Positive
Nasir Dhawa, 5 stars ,Waoooi can't say words Incredible Islamabad view full of visitors neat clean area  respectful staff I wish to go again,Positive
DiyTech, 5 stars ,Most wonderful place in pakistan,Positive
M Usman, 5 stars ,"Amazing food, the view is just unbelievable so beautiful. The spot is pretty beautiful too. In term of parking they have valet parking which is really convenient they handle everything for you and it's free. During rush hours the food may take some time but, in normal days it shouldn't take long at all. The food is kinda expensive but since the quality is good so don't have the room to complaint, overall I had an amazing experience...",Positive
Zaazu Haq, 4 stars ,Nice place I'm very impressed,Positive
Abdul Monem Raja, 5 stars ,Good place ,Positive
Fareed Ahmad, 4 stars ,Fantastic food Great ambiance Not crowded at all,Positive
Farrukh Khan, 4 stars ,"Location is amazing, but food quality is over rated and high priced, staff is great, overall well managed",Positive
Zaibu Bhatti, 5 stars ,"Nice place for fresh air just outside the town, few minutes beyond Daman-e-Koh. Fresh air, and Summer-like weather in mid November... a light jacket would suffice. Roads from town are narrow but drivable. Parking may be tight at times. Simple and courteous local folks. There are men's and women's restrooms and masjids on premise.",Positive
Mirza Usman, 5 stars ,Everything is outstanding food atmospheee staff,Positive
Khan Asak, 5 stars ,Amazing view and food was fantastic,Positive
Mubasher Majeed, 5 stars ,Nice place for all kinds of food stuff with family members and friends,Positive
Usman Ahmed, 4 stars ,Excellent taste & Perfect view..,Positive
Atif Hashaam, 5 stars ,Didn't go for a full meal. Desserts were average. Tea was very good. View was excellent as usual.,Positive
Zohaib Naseer, 3 stars ,"The iconic Monal! You cannot imagine Islamabad without The Monal. Their competitive edge is their location. The scenic drive and then the setup of the restaurant with most of Islamabad in its foothills, is what sets your mood up for an …",Positive
Muhammad Rafi Ullah Khan, 5 stars ,The view and the atmosphere very good.but the food have not a good taste.,Positive
Wahid Pervaiz, 4 stars ,"Amazing place to visit La Montana is better than Monal per is Rs.999 only, bbq and beef pulao was awesome",Positive
sheraz masood, 5 stars ,Best brunch in twin cities with beautiful atmosphere,Positive
Malik Omair, 4 stars ,It's perfect place delicious food,Positive
Ahmed Abbasi, 4 stars ,They have good environment and food too.,Positive
Aima Nayab, 4 stars ,Beautiful ,Positive
MUHAMMAD BILAL, 5 stars ,I like the place overall. The view of Islamabad from here was great. Location is so beautiful. Everything was perfect except the food’s taste. Which I don’t like but may be some other would like that. But the taste wasn’t suitable for my taste buds.,Positive
Muhammad Saad Ayub, 3 stars ,It was an amazing experience I think it was too crowded there should be a separate place for photography,Neutral
Faysal Khan, 4 stars ,"In case of view point, nature and hiking it is best but if you are there to dine then you must think twice because they are way more expensive.",Neutral
Ali Butt, 5 stars ,"Little bit pricey but once in a while, a must place to visit....",Negative
Marryam Maqsood, 5 stars ,"Food is good, but there is a huge room of improvement in a lot of items. Ambience is one of it's kind, and one of the best in the country.",Positive
Shahbaz Ali, 5 stars ,Awesome....place  food  taste nd serving  all tpp....had real fun,Positive
Asim Imtiaz, 5 stars ,"Near to nature, pure atmosphere, , Delicious Food. What a combination. Love it man. It's a shan of islamabad. Monal's Treehouse is next level delicacy.",Positive
Waleed Pervaiz, 5 stars ,Beautiful  Love it,Positive
zarak khan, 5 stars ,"Awesome views. And good food. Some dishes might be a little on the expensive side, but worth it!",Positive
ANSAR MEHMOOD, 5 stars ,This place is good and calm. Very high rate but feel better when  you are with your family. Phone signals will get weaker but don't worry careem and uber service is still available.,Positive
Faisal Tariq, 1 star ,Good quality food well managed  but too much expensive,Positive
Humaowais Owais, 3 stars ,"Pathetic customer service. I was visiting monal for the first time today. First, we went there with a taxi which they didn't allow to park in their own parking just because it was a taxi, like seriously? What is this discrimination? Second, …",Negative
Muhammad Usman, 5 stars ,"Very nicely organized setup, humble n kind staff,how ever,food has average taste(especially from karachities prospective)and regrettably super expensive.so i would rate it only average.one may like it due to the place ,weather and location,",Positive
Talha Gondal, 5 stars ,Simply Loved it Awesome arrangements Good management Scrumptious food Scenic view Well taken care  Nice drive  Memorable experience,Positive
Munawar Husain, 3 stars ,This is best Mountain view Hotel Everything is Perfect There,Positive
A Gm, 5 stars ,A good place for entertainment but not for the common people.,Positive
Seven Star, 5 stars ,"Amazing place, open 24/7. Try their platter to have a taste of multiple items in little chunks.",Positive
Syed Faraz Hasan, 5 stars ,Good location and food is also good,Positive
Ashif's Views, 5 stars ,Scenery + Food ,Neutral
Intikhab Ashraf, 5 stars ,I will call its a food paradise...how will you call? come and enjoy with your family...on hill top..,Positive
Asma Naeem, 5 stars ,Love this place. Very very good brunch.,Positive
Mujahiduddin Qamarzada, 3 stars ,Ufff cant explain in word super beuatiful a bit exoensive but worth going,Positive
Adnan Jaffrey, 5 stars ,I enjoyed my stay here,Positive
Kazi Rashid, 4 stars ,"Perfect, food was very good. Only ordered dessert as already had our lunch. Presentation was good. Everything on the menu is extremely overpriced but I think they are charging more for the ambiance and view rather than food. Very beautifull …",Positive
Khurram Shehzad, 5 stars ,Food was nice but was expensive than most of the restaurants. Overall experience was good.,Positive
Aqua Man, 5 stars ,Beautiful and so romantic But highly expensive,Positive
Nayyar Khan, 4 stars ,Good food and equally service oriented staff.,Positive
Zeeshan Ahmed Sheikh, 4 stars ,Nicespot for food&scenic view good to go for change,Positive
Junaid Farooq, 5 stars ,"Excellent in terms of location, environment, food and value for money. A very unique experience not enjoyed in other restaurants. Staff was friendly and quick. A must place visit if one comes to Islamabad, regardless of origins. Although …",Positive
Aqeel Abbasi, 5 stars ,Exceptional view and hospitality. ,Positive
Dr Nazir AK, 4 stars ,Cooprative staff n delicious food,Positive
Hassan Janjua, 5 stars ,The place is extremely beautiful but equally expensive.,Neutral
Salman MT, 4 stars ,Amazing Eagle eye view of Islamabad. A must visit.,Positive
abrar ghani, 4 stars ,View excellent .. Food need to be choosey .. As not all food upto the mark .. some food excellent .. some average .. some below average,Positive
Rais Sohaib Ali Perhar, 5 stars ,Best place with awesome views. Expensive but Best place in Islamabad.,Positive
Ali Raza Shah, 4 stars ,Most favorite place of Islamabad,Positive
gul mohammad, 5 stars ,Cool atmosphere  and good service,Positive
GH Solutions, 5 stars ,Best place to spend time with loving once,Positive
Rafi Mughal, 4 stars ,The Best Hotel For Min Budget Monal Islamabad...Oxm services,Positive
farooq islam, 4 stars ,Take a Too Much Time To Foods Dilver Us,Neutral
Syed Qasim Shah, 4 stars ,Very nice location but very expensive too...too much..food are just ok....,Positive
Muneer Ahmed, 5 stars ,Good atmosphere but road have no lights.,Positive
Farheen Fatima, 5 stars ,What an awesome place it is. Delicious foods and amazing services offered here. A must visit.,Positive
MUHAMMAD ABDULLAH, 4 stars ,V good view of nature specially from open air sitting arranhement,Positive
ned shikari, 5 stars ,"Good place for family guest visits, heart touching view, artistic place, best time of visit is 4 pm to 9pm.",Positive
Lil Shah, 4 stars ,One of very best place in the beautiful capital of Islamabad. The monal compliments Islamabad in a beautiful manner. If u visit the road is up hill drive  easy drive but u have to b careful. U can park the car after fair amount of distance …,Positive
Kamran Ali Kamboh, 5 stars ,"Good food, good view, good location but be aware it is very full at night and the price is also very high as well.",Positive
Qamar Khan Badani Baloch, 5 stars ,"Yes everything is perfect, service and presentation too. But I think prices should not be that much high",Positive
amir zaman, 5 stars ,Best hotl and best vieo isb,Positive
Anas Nadeem, 2 stars ,Great place to have dinner with a beautiful view all around from the roof top. It looks all beautiful all around. Food is really delicious and hygienic. Presentation is very good. Staff is very courteous and caring. Price is a bit high but its worth it. Good place to go with family and friends. Recommended to everyone ,Positive
abaid ullah Kamoka, 5 stars ,Too expensive and taste not good at all,Neutral
Kamran Quershi, 5 stars ,A good place for family.,Positive
Shahzaib Safdar, 3 stars ,Beautyful veiw,Neutral
Muhammad Rauf, 3 stars ,such a wonderful place with an average food.,Positive
Ch Iqbal, 5 stars ,Environment was good. But need to improve little taste and management.,Positive
Dr. Muhammad Hassaan Amjad, 4 stars ,Outstanding Dinning Beautiful landscape,Positive
Imran Khan, 5 stars ,"The iconic, must go restaurant of the federal capital. It’s location alone is enticing enough to lure the public into its charisma. It offers both indoor and outdoor seating but for obvious reasons, outdoor seating is always preferred and …",Positive
zaini and Amina's fun, 5 stars ,Good place but prices are higher.,Positive
Ms. S Khalid, 5 stars ,"Love this place. Buffy was also delicious,,",Positive
Aseer e Peshawar, 3 stars ,Best site & sight in isb,Positive
Aamir Ali Ajaz, 5 stars ,Good at all but as you see the menu card you will prefer not to eat even a single biscuit there.... Too much expensive,Positive
Shakir khan Hadawal, 1 star ,Beautiful view especially at night,Positive
Inside Pakistan, 5 stars ,Poor quality food with very very higher price u should have balck money to go there with halal money u can't afford monal restaurant,Neutral
Akhtar Khan, 4 stars ,"Best part of Monal are Food, view..",Positive
MUHAMMAD WAQAS, 5 stars ,Monal Damon E Koh Islamabad,Neutral
Rizwan Sohail, 5 stars ,Awsome food awsome enviornment,Positive
Raheela Afzal, 5 stars ,"Unforgettable time, moments and all",Positive
Fakhra Khan, 5 stars ,Excellent food excellent service beautiful view,Positive
MUHAMMAD MATEEN, 5 stars ,i went there last week afternoon . I enjoyed the weather and i recomend everyone for this .its a bit expensive but the view is amazing. i ordered apple fresh juice which was amazing and the staff was good . best place and best view,Positive
Maryam Rizwan Khan, 5 stars ,Because it is a capital and beautiful city of Pakistan.,Positive
Jamil Arif, 4 stars ,"Great view and ambience but if you need a peaceful environment,This place is not for you.",Positive
Armghan Javed, 5 stars ,Food is very good tried kids platter and Desi platter. It's all about view and scenery. View of Islamabad from the top in raining weather clouds passing by ...,Positive
Imran Bashir, 1 star ,It's famous due to weather and city view,Positive
Zubyr Ahmed, 5 stars ,"This one star is due to disappointing food quality ans service of Sunday brunch. I always loved Monal food due to its taste and qaluality but Sunday brunch is below average, shame for the Monal which is otherwise very good.",Neutral
Ahsan Shahid, 5 stars ,"A place with a good view. However, food is just way too expensive.",Neutral
wardah khan, 4 stars ,Peaceful and loving environment.,Positive
Imran Lashari, 5 stars ,View is great. Food is bland,Neutral
Sheeraz Ahmed Vlogs, 5 stars ,I like the service and food was delicious... Weather was awesome,Positive
Syed M. Arif, 5 stars ,Monal restaurant is one of my favourite restaurant in Islamabad. It not much expensive as people say that it is very expensive. I enjoy eating food on such beautiful view point. I usually order platter which cost 7-8 hundreds.,Neutral
Imran Raja, 4 stars ,View is absolutely beautiful and the food was equally delicious,Positive
Dentists Lounge, 3 stars ,Food is good but the view is wonderful. Wonderful place to stay relaxed.,Positive
Faiez Khan, 5 stars ,Best place to visit and see whole Islamabad from such a height. But food is so so and very expensive.,Neutral
Aazmeer Rauf, 5 stars ,The service was excellent and the food was superb.,Positive
Kash Ali1541, 4 stars ,Is so amazing taste and I really like it,Positive
Muhammad Umar Farooq, 5 stars ,Mesmerising views and ambience. Food is ok and price is not so expensive,Neutral
Shoaib Khalil, 1 star ,It is at beautiful place. Serving and presentation is good but rates are little bit high.,Positive
Hasan AlAgele, 5 stars ,"The restaurant only offers one thing and that is a view of Islamabad. The food is terrible, substandard and overpriced. You can get better pakistani food at roadside dhabbas. The worst are their platters, in which mostly leftover and stale food is served. The washrooms are dirty. Parking is a mess Not recommended at all,",Negative
rai ahmad, 5 stars ,"One of the best restaurants I have ever visited. However, the road to reach the restaurant is very risky and sharp",Positive
Isaiah Rangel, 5 stars ,Its best to visit beautiful view of Islamabad from here but Food was not as good as compared to lahore,Positive
Ahsan Bhatti, 2 stars ,Simply breathtaking view with a great ambience and delicious menu,Positive
Burhan Awan, 4 stars ,Over expensive view was nice was over crowded !!!,Negative
Ammar Ahmed, 3 stars ,A good option for breakfast lunch brunch and dinner. Extensive menue with variety of dishes. good food quality.  have superb view of ISLAMABAD and nature on margala gills.,Positive
khurram morris, 4 stars ,Experience at Sunday Brunch of Monal was just okayish The items were looking like they were added to complete the count (not all but mostly) I haven't tried its dinner buffet but dinner buffet of La Montana was surely better experience than Brunch of Monal,Positive
Ashar Jamil, 5 stars ,Best hotel staff supportive location is superb,Positive
Sohail Asghar, 4 stars ,Best place for family and couple in order to get mind relaxation.,Positive
faraz tanveer, 5 stars ,Very nice place for visit and variety of food,Positive
Muhammad Atif Ilyas, 5 stars ,"Beautiful place, awesome food and service.",Positive
Asaad Ghafoor, 4 stars ,"My Home Town. It's a good place to go and spend some good time with friends and family. It has a panoramic view of the capital city. Beautiful scenery, Breathtaking view. It was a great experience sitting with the rooftop views. I must …",Positive
Malik Brothers, 3 stars ,There is no denial that The Monal is one of the best places in Pakistan. It is located on one of the most beautiful sights in Islamabad. Pir Suhava is the best place for a get out trip. The weather at Monal is best for having a dinner or even a lunch. You can see the entire islamabad from there. The taste of the food is great. Not too spicy. Ambiance is also good. Music is also good. Live.  You can go & check out. It is a must.,Positive
Nasir ali, 5 stars ,Good quality but the price so high,Positive
Nigahe Nazar, 5 stars ,"No doubt, its an outstanding place even for outing and family trip....",Neutral
Amir Rafiq, 5 stars ,Good place for family entertainment,Positive
abu bakar usman, 5 stars , bbq level tha,Neutral
mohammad ali, 5 stars ,Very Beautiful Awesome Restaurant.,Positive
Taha Jawaid Chaudhry, 4 stars ,A place to revive the imagination of your childhood,Positive
ABID IMAM, 3 stars ,A very scenic place to have your lunch or dinner. Gives you a wonderful view of Islamabad. It is a bit crowded and often congested.,Neutral
mista khan, 5 stars ,"Over all experience was not so good, food was average, took them ages to serve food and they missed the complete order. Only natural beauty and serenity of the place is overwhelming.",Positive
saint leo, 4 stars ,If you’re in islamabad you can’t miss this place. It’s a must visit place beautiful view of whole islamabad from monal.,Neutral
Ajwa_Zeeshan Khan, 5 stars ,Beautiful place. With good food,Positive
Carina Arsalan-Andrei, 5 stars ,Out standing place ,Neutral
The Nomad's Life, 5 stars ,"My first time there, and definately not last",Neutral
mix.360, 5 stars ,Italian platter is good.,Positive
Homo Sapien, 4 stars ,Very nice and hotal .. good,Positive
Usman Khan, 5 stars ,It's view is fantastic but reservations are complicated and its service is 3rd class.,Neutral
Wasim Azid, 5 stars ,Delicious food. They have lots of variety in their menu. Atmosphere and scenery was awesome.  Service was also very good. Friendly and helpful staff.  Highly recommended.,Positive
Rizwan Hassan, 5 stars ,5 star unforgettable pleasant experience. What a great place on the mountains. Restaurant was maintained really very well. Staff was very professional. Food was very delicious. Will visit this place again & again and recommend others to visit it once in your life ,Positive
Sami Malik, 5 stars ,Place is good for outsiders but close due to Covid,Positive
Maaz Aziz, 4 stars ,"Good cozy place for family. Food is a little costly than average restaurants but the service and food both are extremely good. Avoid going in evenings because they have no heating systen. They will just provide you with some small blankets and believe me, they wont help.",Positive
Shaheer Jawad, 1 star ,Serene location with beautiful views of Islamabad. Chocolate Molten Lava Cake is good. Desi food is well cooked. Food is too priced. Its better to have snacks rather than meal. A must visit place if you are around Islamabad.,Positive
Adeel gee25, 1 star ,The service is poor we ordered single salted lassi and were served sweet lassi twice. And we had to pay for three glass whereas we ordered only one. The waiters were also rude. Really embarrassed infront of guests. The manager was kind and cooperative. The prices are very much overly charged as compared to rest of the places.,Neutral
Qari Yousuf Siddiquei, 5 stars ,I m disagree monal food quality is too low shame on u monal it is not your status,Negative
Dr. Rafey Ahmad Jameel, 5 stars ,I visted 2nd time the Monal Islamabad realy nice place nice view and had good time with my faimly,Positive
Rizwan Sohail, 5 stars ,"Location 10/10, taste 10/10 ambiance 10/10, staff 10/10... cost a bit towards higher",Neutral
Haider Shah, 3 stars ,Good Food and Excellent view of ISLAMABAD THE BEAUTIFUL.,Positive
kingof love, 5 stars ,very beautiful  invaiment But  every thing is  very  high  rat and  prices.,Positive
FAST ISP, 5 stars ,"it,s loving plac nd bauty full seen,s",Positive
Samad Hussain, 4 stars ,Very calm place with great view of islamabad,Positive
Noman Hameed, 5 stars ,Good place Environment 10/10 Service 9/10 Taste 7/10,Positive
Kiz Bell, 5 stars ,Great place to spend time with your family and loved ones. Food is as good as the location,Positive
Faizan shahid, 4 stars ,"Excellent food excellent place,view including the atmosphere. We ordered pepperoni pizza and individual platters they were budget friendly and way to enough for one person. Service all the way appreciated",Positive
Muzzammil Waheed, 4 stars ,Location was always best but have improved taste again too.. so that's a plus,Positive
Sarwat khan, 5 stars ,"Really really expensive.  We got three sizzling brownies,  three mint margarita,  two coffee and three fries serving.  Bill was 5500. Sizzling brownies were nice and view is good but expensive.",Neutral
Ashfaq Ahmad, 2 stars ,Very good food.,Positive
ramsha nadeem, 5 stars ,Very expressive but peaceful environment,Positive
Zakariya Hamid, 5 stars ,Must visit place if you're in Islamabad. Preferred time is night when the view is breathtaking ,Positive
munawar shahzad, 3 stars ,Great views from the hill top...food not great an very expensive,Positive
Ahmed Naseem, 5 stars ,Good place to eat and view of Islamabad at night is amazing,Positive
Rizwan Rana, 5 stars ,Great Aura ,Positive
Nouman Jabbar, 4 stars ,Loved the place. Prawns were awesome!,Positive
kashif aquil, 5 stars ,Food was average but Ambiance was excellent,Positive
Muhammad Shoaib Siddique, 4 stars ,Beautiful view of islamabad.,Positive
Muhammad Imran, 4 stars ,Top of the line and top of the quality. A good view and excellent desi food. Expensive but worth it.,Positive
Areeba Zobia Chanda, 5 stars ,Normal food but good view,Positive
Tom Srn, 5 stars ,,Neutral
Israr Khan, 5 stars ,"Amazing restaurant that's certainly worth the ride up the hill. The service quality was excellent, the food was truly great and the view is amazing. I'd recommend taking the Pakistani grill platter, all of the items on it are delicious!",Positive
BABAR ALI, 5 stars ,"Awesome place, awesome food & awesome service. Road side lighting specially on turns are highly recommended",Positive
Fahad Mustafa, 5 stars ,I love this place and i want to come again this place,Positive
Zahid Zaman, 4 stars ,Excellent  just outstanding view ,Positive
Saad Suri, 5 stars ,Very good Location good place and very good food.,Positive
Kids Are our Future, 5 stars ,One word for this place AWESOME. I was astonished by the beauty which is surrounding this place. MONAL is like the top view point of the heavenly Margala hills and Islamabad. The while trip from the bottom of hills till the top for Monal is breathtaken and worth experiencing. The food at Monal is soo delicious that I had to lick my fingers. We ordered prawns and tikka platter to enjoy the hot food with cold breeze.  They also serve hot tea which acted as a cherry on top at the hill top. If you are in islamabad and looking for an adventurous food then Monal is your recommended destination.,Positive
Rising Pakistan, 5 stars ,Beautiful hotel and services are best.,Positive
AB Malik Vlogs, 4 stars ,Beautiful place with higher rates,Positive
Ahmed Wasiq, 3 stars ,Their view is the best part basically you can sit and have your meal while having a whole city in your eyes quality food with reasonable rates must visit,Positive
Shahid Ali Syed, 5 stars ,Food quality very poor,Negative
Ibtesam Haider, 5 stars ,Nice place for a tourist ... Best views of the Capital City ..  And the mountains off course,Positive
Anser Sultan, 4 stars ,"Overpriced but good at presentation and relatively hygienic, plus view is breathtaking. The best place to dine when of budget. Reshmi Malai boti is delicious",Positive
